,,,,,,,,,,,,,,<- Call Option,,,Put Option ->,,,,,,,,,,,,,,
4,0.9992,0.0001,0.0009,-0.0742,0.0081,23.64,-0.27,3,4,0.1,76.64,,79.16,214.94,SPY 01-Dec-25,605,0.1,0,,0.01,109.47,0,0,1066,0,0,0,0,0,23.64,0
31,1,0,0,-0.0001,0.0082,22.56,-0.455,5,39,0.1,72.79,,72.95,135.88,SPY 01-Dec-25,610,0.1,0,,0.01,102.85,0,0,1169,0,0,0,0,0,22.56,0
3,1,0,0,-0.0001,0.0082,20.275,-0.3,8,46,0.1,67.79,,67.95,128.22,SPY 01-Dec-25,615,0.1,0,,0.01,94.87,1,1,1822,0,0,0,0,0,20.275,0
43,1,0,0,-0.0001,0.0083,19.01,-0.455,10,23,0.1,62.79,,62.95,119.37,SPY 01-Dec-25,620,0.1,0,,0.01,88.91,8,111,2579,0,0,0,0,0,19.01,0
38,1,0,0,-0.0001,0.0084,17.195,-0.455,8,25,0.1,57.8,,57.94,109.09,SPY 01-Dec-25,625,0.1,0,,0.01,82.31,1,3,1685,0,0,0,0,0,17.195,0
0,1,0,0,-0.0002,0.0084,18.47,-0.29,13,41,0.1,56.8,,56.96,109.35,SPY 01-Dec-25,626,0.1,0,,0.01,82.31,0,0,2029,0,0,0,0,0,18.47,0
0,1,0,0,-0.0001,0.0084,-7.03,-0.305,5,8,0.1,55.8,,55.93,104.13,SPY 01-Dec-25,627,0.1,0,,0.01,79.36,1,1,1829,0,0,0,0,0,-7.03,-0.01
1,1,0,0,-0.0002,0.0084,17.33,-0.3,3,8,0.1,54.8,,54.95,104.85,SPY 01-Dec-25,628,0.1,0,,0.01,78.75,0,0,10296,0,0,0,0,0,17.33,0
6,1,0,0,-0.0001,0.0084,16.15,-0.465,8,43,0.1,53.79,,53.93,100.8,SPY 01-Dec-25,629,0.1,0,,0.01,75.7,0,0,1557,0,0,0,0,0,16.15,0
14,1,0,0,-0.0002,0.0085,15.845,-0.685,7,25,0.1,52.8,,52.95,101.26,SPY 01-Dec-25,630,0.1,0,,0.01,74.44,1,1,6635,0,0,0,0,0,15.845,0
5,1,0,0,-0.0002,0.0085,16.935,-0.69,234,246,0.1,51.8,,51.96,100.36,SPY 01-Dec-25,631,0.1,0,,0.01,75.82,1,3,961,0,0,0,0,0,16.935,0
5,1,0,0,-0.0002,0.0085,16.575,-0.56,230,236,0.1,50.8,,50.96,98.53,SPY 01-Dec-25,632,0.1,0,,0.01,74.5,1,1,533,0,0,0,0,0,16.575,0
8,1,0,0,-0.0002,0.0085,15.68,-0.555,6,11,0.1,49.79,,49.96,96.78,SPY 01-Dec-25,633,0.1,0,,0.01,72.24,6,185,349,0,0,0,0,0,15.68,0
4,1,0,0,-0.0002,0.0085,15.025,-0.555,11,22,0.1,48.8,,48.94,93.21,SPY 01-Dec-25,634,0.1,0,,0.01,70.45,1,5,199,0,0,0,0,0,15.025,0
8,1,0,0,-0.0002,0.0085,14.795,-0.305,6,22,0.1,47.79,,47.95,92.33,SPY 01-Dec-25,635,0.1,0,,0.01,68.82,0,0,1000,0,0,0,0,0,14.795,0
9,1,0,0,0,0.0085,14.005,-0.325,8,18,0.1,46.8,,46.9,84.44,SPY 01-Dec-25,636,0.1,0,,0.01,67.34,2,5,2203,0,0,0,0,0,14.005,0
4,1,0,0,-0.0002,0.0085,13.61,-0.465,3,5,0.1,45.79,,45.95,88.77,SPY 01-Dec-25,637,0.1,0,,0.01,65.77,0,0,1064,0,0,0,0,0,13.61,0
0,1,0,0,0,0.0086,-6.185,-0.33,3,4,0.1,44.8,,44.9,81.26,SPY 01-Dec-25,638,0.1,0,,0.01,63.79,2,6,669,0,0,0,0,0,-6.185,-0.01
50,1,0,0,-0.0002,0.0086,-5.91,-0.465,3,5,0.1,43.8,,43.94,84.35,SPY 01-Dec-25,639,0.1,0,,0.01,62.67,1,4,1013,0,0,0,0,0,-5.91,-0.01
25,1,0,0,-0.0001,0.0086,-6.495,-0.595,5,10,0.1,42.79,,42.92,80.81,SPY 01-Dec-25,640,0.1,0,,0.01,61.13,6,12,5621,0,0,0,0,0,-6.495,-0.01
24,1,0,0,-0.0002,0.0086,-5.65,-0.31,2,3,0.1,41.8,,41.94,80.82,SPY 01-Dec-25,641,0.1,0,,0.01,60.76,1,97,568,0,0,0,0,0,-5.65,-0.01
11,1,0,0,-0.0002,0.0086,-5.555,-0.465,6,10,0.1,40.8,,40.94,78.75,SPY 01-Dec-25,642,0.1,0,,0.01,59.07,3,9,500,0,0,0,0,0,-5.555,-0.01
59,1,0,0,-0.0002,0.0086,-5.51,-0.315,8,24,0.1,39.8,,39.94,77.3,SPY 01-Dec-25,643,0.1,0,,0.01,57.44,4,12,435,0,0,0,0,0,-5.51,-0.01
39,1,0,0,-0.0001,0.0086,-5.31,-0.48,8,35,0.1,38.79,,38.92,73.78,SPY 01-Dec-25,644,0.1,0,,0.01,56.17,1,1,3091,0,0,0,0,0,-5.31,-0.01
124,1,0,0,-0.0003,0.0087,-5.035,-0.455,6,30,0.1,37.79,,37.95,74.67,SPY 01-Dec-25,645,0.1,0,,0.01,55.09,4,99,11933,0,0,0,0,0,-5.035,-0.01
111,1,0,0,-0.0002,0.0087,-4.73,-0.46,6,12,0.1,36.8,,36.94,72.04,SPY 01-Dec-25,646,0.1,0,,0.01,54.04,261,1451,3254,0,0,0,0,0,-4.73,-0.01
109,1,0,0,-0.0002,0.0087,-4.515,-0.465,4,16,0.1,35.79,,35.94,70.29,SPY 01-Dec-25,647,0.1,0,,0.01,52.94,183,1680,984,0,0,0,0,0,-4.515,-0.01
108,1,0,0,-0.0003,0.0087,-4.97,-0.465,6,9,0.1,34.79,,34.95,69.43,SPY 01-Dec-25,648,0.1,0,,0.01,50.56,27,187,733,0,0,0,0,0,-4.97,-0.01
392,1,0,0,-0.0002,0.0087,-4.8,-0.475,5,9,0.1,33.79,,33.93,65.92,SPY 01-Dec-25,649,0.1,0,,0.01,49.63,59,358,1721,0,0,0,0,0,-4.8,-0.01
450,1,0,0,-0.0002,0.0087,-4.8,-0.47,28,74,0.1,32.79,,32.94,64.87,SPY 01-Dec-25,650,0.1,0,,0.01,47.92,96,857,2986,0,0,0,0,0,-4.8,-0.01
346,1,0,0,-0.0002,0.0087,-4.775,-0.475,4,6,0.1,31.8,,31.93,62.72,SPY 01-Dec-25,651,0.1,0,,0.01,46.56,35,953,965,0,0,0,0,0,-4.775,-0.01
293,1,0,0,-0.0002,0.0087,-4.775,-0.47,2,3,0.1,30.79,,30.93,60.48,SPY 01-Dec-25,652,0.1,0,,0.01,45.23,164,2586,650,0,0,0,0,0,-4.775,-0.01
354,1,0,0,-0.0006,0.0088,-3.72,-0.465,4,13,0.1,29.8,,29.95,60.98,SPY 01-Dec-25,653,0.1,0,,0.01,44.99,134,1521,3669,0,0,0,0,0,-3.72,-0.01
499,1,0,0,-0.0006,0.0088,-4.8,-0.465,6,12,0.1,28.8,,28.95,59.11,SPY 01-Dec-25,654,0.1,0,,0.01,42.09,40,242,1913,0,0,0,0,0,-4.8,-0.01
632,1,0,0,-0.0006,0.0088,-4.19,-0.46,10,27,0.1,27.8,,27.95,57.1,SPY 01-Dec-25,655,0.1,0,,0.01,41.75,119,1351,1990,0,0,0,0,0,-4.19,-0.01
241,1,0,0,-0.0007,0.0088,-4.67,-0.46,3,8,0.1,26.8,,26.95,55.56,SPY 01-Dec-25,656,0.1,0,,0.01,41.75,30,1390,2852,0,0,0,0,0,-4.67,-0.02
643,1,0,0,-0.0007,0.0088,-5.12,-0.47,6,21,0.1,25.8,,25.95,53.89,SPY 01-Dec-25,657,0.1,0,,0.01,39.36,80,2480,1181,0,0,0,0,0,-5.12,-0.02
293,1,0,0.0001,-0.001,0.0088,-5.11,-0.465,5,21,0.1,24.8,,24.96,53.15,SPY 01-Dec-25,658,0.1,0,,0.01,37.97,55,1204,743,0,0,0,0,0,-5.11,-0.02
473,1,0,0.0001,-0.0008,0.0088,-5.345,-0.475,20,66,0.1,23.8,,23.95,50.41,SPY 01-Dec-25,659,0.1,0,,0.01,35.96,146,1575,915,0,0,0,0,0,-5.345,-0.02
1294,1,0,0.0001,-0.0008,0.0089,-5.105,-0.48,29,280,0.1,22.79,,22.95,48.46,SPY 01-Dec-25,660,0.1,0,,0.01,34.36,254,3277,4260,0,0,0,0,0,-5.105,-0.02
587,1,0,0.0001,-0.0009,0.0089,-5.145,-0.48,14,58,0.1,21.8,,21.95,46.71,SPY 01-Dec-25,661,0.1,0,,0.01,32.75,174,3040,1424,0,0,0,0,0,-5.145,-0.02
1770,1,0,0.0001,-0.0012,0.0089,-6.15,-0.485,14,24,0.1,20.8,,20.95,45.08,SPY 01-Dec-25,662,0.1,0,,0.01,30.97,225,4100,2602,0,0,0,0,0,-6.15,-0.03
3002,1,0,0.0001,-0.0012,0.0089,-5.7,-0.49,21,83,0.1,19.79,,19.95,42.96,SPY 01-Dec-25,663,0.1,0,,0.01,30.02,655,5605,1439,0,0,0,0,0,-5.7,-0.03
1742,0.9999,0.0001,0.0001,-0.0013,0.0089,-5.68,-0.495,17,36,0.1,18.79,,18.95,41.08,SPY 01-Dec-25,664,0.1,0,,0.01,29.18,298,7808,1688,0,0,0,0,0,-5.68,-0.04
3347,0.9999,0.0001,0.0001,-0.0015,0.0089,9.335,-0.5,37,146,0.1,17.79,,17.95,39.21,SPY 01-Dec-25,665,27.41,0.01,,0.02,30.12,422,3758,6182,-0.0051,0.002,0.0056,-0.1076,0,9.335,-0.03
1880,0.9999,0.0001,0.0001,-0.0016,0.0089,8.285,-0.505,51,256,0.1,16.79,,16.95,37.28,SPY 01-Dec-25,666,26.11,0.01,,0.02,28.46,342,4318,1775,-0.0054,0.0023,0.0056,-0.1076,-0.0001,8.285,-0.04
927,0.9999,0.0001,0.0001,-0.0014,0.0089,7.585,-0.515,36,151,0.1,15.8,,15.94,34.84,SPY 01-Dec-25,667,24.24,0.01,,0.02,27.1,458,2969,1978,-0.0055,0.0024,0.0056,-0.1022,-0.0001,7.585,-0.04
1623,0.9999,0.0001,0.0003,-0.0022,0.009,6.76,-0.515,19,107,0.1,14.8,,14.96,33.94,SPY 01-Dec-25,668,23.51,0.01,,0.02,25.29,588,8081,3151,-0.0063,0.0029,0.0056,-0.1099,-0.0001,6.76,-0.05
1255,1,0,0,0,0.009,5.66,-0.59,43,122,0.1,13.8,,13.86,25.61,SPY 01-Dec-25,669,21.77,0.01,,0.02,24.41,773,12255,1870,-0.0071,0.0034,0.0056,-0.1161,-0.0001,5.66,-0.07
2294,1,0,0,0,0.009,-6.235,-0.625,275,1002,0.1,12.8,,12.85,22.76,SPY 01-Dec-25,670,0.1,0,,0.01,20.67,2158,31907,9813,0,0,0,0,0,-6.235,-0.09
1186,0.9997,0.0003,0.0004,-0.0037,0.009,4.305,-0.565,159,360,0.1,11.8,,11.96,28.24,SPY 01-Dec-25,671,19.36,0.01,,0.02,21.48,1456,12084,1874,-0.009,0.0047,0.0056,-0.1262,-0.0001,4.305,-0.1
1658,1,0,0,0,0.009,2.995,-0.655,190,635,0.1,10.8,,10.85,19.34,SPY 01-Dec-25,672,17.8,0.01,,0.02,19.76,2137,15253,4214,-0.0093,0.0053,0.006,-0.1195,-0.0001,2.995,-0.12
797,1,0,0,0,0.009,2.27,-0.675,249,1596,0.1,9.8,,9.85,17.88,SPY 01-Dec-25,673,16.89,0.01,,0.02,18.28,3043,22628,4419,-0.0109,0.0066,0.0098,-0.1297,-0.0001,2.27,-0.15
1286,1,0,0,0,0.009,1.23,-0.695,341,1967,0.1,8.81,,8.85,16.25,SPY 01-Dec-25,674,14.96,0.01,,0.02,16.28,5136,31983,4582,-0.0104,0.0071,0.009,-0.1102,-0.0001,1.23,-0.18
3117,1,0,0.0001,-0.0001,0.0091,0.27,-0.755,1175,5490,0.1,7.81,,7.86,15.55,SPY 01-Dec-25,675,13.38,0.01,,0.02,14.73,14294,119932,12534,-0.0112,0.0084,0.0106,-0.106,-0.0001,0.27,-0.22
2057,1,0.0001,0.0001,-0.0002,0.0091,-1.175,-0.795,1174,6619,0.1,6.81,,6.86,13.73,SPY 01-Dec-25,676,11.39,0.01,,0.02,13.01,11854,91260,3547,-0.011,0.0095,0.0105,-0.0906,-0.0001,-1.175,-0.28
2581,1,0.0001,0.0002,-0.0002,0.0091,-1.035,-0.84,2124,9584,0.1,5.82,,5.86,12.06,SPY 01-Dec-25,677,11.18,0.02,,0.03,12.04,19651,148066,7672,-0.021,0.0174,0.0144,-0.1494,-0.0002,-1.035,-0.34
1751,0.9999,0.0003,0.0004,-0.0006,0.0091,-2.105,-0.93,4716,21571,0.1,4.82,,4.87,10.72,SPY 01-Dec-25,678,9.86,0.02,,0.03,10.47,25510,194127,6716,-0.0261,0.0241,0.0212,-0.1591,-0.0002,-2.105,-0.43
2338,0.9723,0.0316,0.0216,-0.1338,0.0089,-2.45,-1.045,13205,73425,7,3.83,,3.88,9.29,SPY 01-Dec-25,679,9.08,0.04,,0.05,9.47,37798,252888,4295,-0.0475,0.043,0.0298,-0.2359,-0.0004,-2.45,-0.535
4594,0.9231,0.0726,0.0363,-0.2941,0.0084,-3.5,-1.175,39417,235421,7.68,2.88,,2.91,8.25,SPY 01-Dec-25,680,7.7,0.06,,0.07,7.95,46184,339484,12613,-0.0733,0.0712,0.0361,-0.2784,-0.0006,-3.5,-0.685
5448,0.8716,0.1304,0.0542,-0.3471,0.008,-4.355,-1.36,58826,378335,6.17,1.91,,1.95,6.75,SPY 01-Dec-25,681,6.38,0.1,,0.11,6.53,35008,282832,10303,-0.1283,0.1303,0.0542,-0.3468,-0.0011,-4.355,-0.865
4772,0.7256,0.2432,0.0896,-0.4786,0.0066,-4.875,-1.53,75298,574348,5.48,1.05,,1.07,5.63,SPY 01-Dec-25,682,5.63,0.24,,0.25,5.72,28161,250738,10062,-0.279,0.2395,0.0896,-0.4926,-0.0023,-4.875,-1.01
6358,0.4476,0.3027,0.0991,-0.5351,0.0041,-4.8,-1.51,66313,559543,5.23,0.44,,0.45,5.29,SPY 01-Dec-25,683,5.29,0.62,,0.63,5.33,10478,96388,8074,-0.5519,0.2999,0.0991,-0.5404,-0.0045,-4.8,-1.005
6499,0.1987,0.2022,0.0734,-0.3974,0.0018,-4.195,-1.265,29980,258565,5.49,0.15,,0.16,5.6,SPY 01-Dec-25,684,5.47,1.32,,1.34,5.63,3616,21108,1985,-0.8013,0.2022,0.0734,-0.3975,-0.0061,-4.195,-0.765
9510,0.0778,0.0953,0.0409,-0.2283,0.0007,-3.305,-0.925,18833,235869,6,0.05,,0.06,6.25,SPY 01-Dec-25,685,5.71,2.21,,2.26,6.8,2027,16870,2559,-0.918,0.0973,0.0432,-0.2429,-0.0062,-3.305,-0.41
6942,0.0331,0.0425,0.0217,-0.1309,0.0003,-2.33,-0.625,4447,70822,6.73,0.02,,0.03,7.16,SPY 01-Dec-25,686,6.76,3.19,,3.23,8.13,830,5652,359,-0.9563,0.0498,0.028,-0.1764,-0.0059,-2.33,-0.095
5173,0.016,0.0204,0.0123,-0.0797,0.0002,-1.315,-0.395,2068,38127,7.4,0.01,,0.02,8.26,SPY 01-Dec-25,687,0.47,4.17,,4.22,9.54,574,3881,451,-0.9997,0.001,0.001,-0.0015,-0.0004,-1.315,0.125
8484,0.0147,0.0156,0.0117,-0.0911,0.0001,0.6,-0.23,1319,22895,9.04,0.01,,0.02,10.12,SPY 01-Dec-25,688,0.54,5.17,,5.21,10.91,159,1180,172,-0.9999,0.0003,0.0004,-0.0006,-0.0002,0.6,0.26
11778,0,0,0,0,0,-3.695,-0.14,793,5614,0.1,0,,0.01,10.42,SPY 01-Dec-25,689,0.1,6.16,,6.21,12.41,116,706,120,-1,0.0001,0.0001,-0.0002,0,-3.695,0.53
12465,0,0,0,0,0,-2.8,-0.07,826,7620,0.1,0,,0.01,11.95,SPY 01-Dec-25,690,0.1,7.16,,7.21,14.1,153,643,146,-1,0,0.0001,-0.0001,0,-2.8,0.405
3252,0,0,0,0,0,-2.17,-0.04,380,4409,0.1,0,,0.01,13.65,SPY 01-Dec-25,691,0.1,8.16,,8.21,15.79,26,75,35,-1,0,0.0001,-0.0001,0,-2.17,0.515
3347,0,0,0,0,0,-2.175,-0.03,205,5795,0.1,0,,0.01,14.78,SPY 01-Dec-25,692,0.1,9.16,,9.21,17.38,34,146,1,-1,0,0,-0.0001,0,-2.175,0.18
2263,0,0,0,0,0,-1.66,-0.02,58,195,0.1,0,,0.01,16.67,SPY 01-Dec-25,693,0.1,10.04,,10.21,19.19,20,40,1,-1,0,0,-0.0001,0,-1.66,0.62
901,0,0,0,0,0,-1.925,-0.02,19,41,0.1,0,,0.01,17.78,SPY 01-Dec-25,694,0.1,11.06,,11.21,20.8,11,49,1,-1,0,0,-0.0001,0,-1.925,0.63
4957,0,0,0,0,0,-0.965,-0.01,57,121,0.1,0,,0.01,19.65,SPY 01-Dec-25,695,0.1,12.06,,12.21,22.43,9,38,4,-1,0,0,-0.0001,0,-0.965,0.13
2374,0,0,0,0,0,-1.6,-0.01,7,8,0.1,0,,0.01,20.12,SPY 01-Dec-25,696,0.1,13.05,,13.21,23.91,3,4,0,-1,0,0,0,0,-1.6,0.505
1309,0,0,0,0,0,-1.365,-0.01,2,2,0.1,0,,0.01,21.99,SPY 01-Dec-25,697,0.1,14.08,,14.21,25.64,5,13,0,-1,0,0,0,0,-1.365,0.645
861,0,0,0,0,0,-1.74,-0.01,11,30,0.1,0,,0.01,23.28,SPY 01-Dec-25,698,0.1,15.08,,15.21,26.83,0,0,1,-1,0,0,0,0,-1.74,0.645
373,0,0,0,0,0,-2.03,-0.01,1,1,0.1,0,,0.01,24.56,SPY 01-Dec-25,699,0.1,16.04,,16.21,28.27,0,0,0,-1,0,0,0,0,-2.03,0.625
6210,0,0,0,0,0,-2.27,-0.01,42,68,0.1,0,,0.01,25.91,SPY 01-Dec-25,700,0.1,17.04,,17.21,29.85,0,0,3,-1,0,0,0,0,-2.27,0.625
242,0,0,0,0,0,-2.45,-0.01,0,0,0.1,0,,0.01,26.61,SPY 01-Dec-25,701,0.1,18.04,,18.21,31.36,0,0,0,-1,0,0,0,0,-2.45,0.625
323,0,0,0,0,0,-2.77,-0.01,0,0,0.1,0,,0.01,27.88,SPY 01-Dec-25,702,0.1,19.04,,19.21,33.02,0,0,0,-1,0,0,0,0,-2.77,0.625
2401,0,0,0,0,0,-2.38,-0.01,1,1,0.1,0,,0.01,29.64,SPY 01-Dec-25,703,0.1,20.04,,20.21,34.11,4,11,0,-1,0,0,0,0,-2.38,0.495
187,0,0,0,0,0,-2.99,-0.01,0,0,0.1,0,,0.01,30.52,SPY 01-Dec-25,704,0.1,21.04,,21.21,35.41,0,0,0,-1,0,0,0,0,-2.99,0.625
774,0,0,0,0,0,-3.13,-0.01,2,5,0.1,0,,0.01,32.01,SPY 01-Dec-25,705,0.1,22.07,,22.21,37.42,0,0,0,-1,0,0,0,0,-3.13,0.64
497,0,0,0,0,0,-2.9,-0.01,0,0,0.1,0,,0.01,33.53,SPY 01-Dec-25,706,0.1,23.05,,23.21,38.79,0,0,0,-1,0,0,0,0,-2.9,0.63
1467,0,0,0,0,0,-2.855,-0.01,0,0,0.1,0,,0.01,35.01,SPY 01-Dec-25,707,0.1,22.8,,25.46,81.95,0,0,0,-0.9903,0.0025,0.0057,-0.2723,-0.0054,-2.855,0.63
1599,0,0,0,0,0,-2.995,-0.01,3,7,0.1,0,,0.01,36.59,SPY 01-Dec-25,708,0.1,23.8,,26.46,84.32,0,0,0,-0.9909,0.0023,0.0057,-0.2645,-0.0053,-2.995,0.63
844,0,0,0,0,0,-2.955,-0.01,0,0,0.1,0,,0.01,38.26,SPY 01-Dec-25,709,0.1,24.8,,27.46,86.69,2,2,0,-0.9914,0.0021,0.0057,-0.2567,-0.0053,-2.955,0.63
1395,0,0,0,0,0,-4.145,-0.01,1,10,0.1,0,,0.01,38.21,SPY 01-Dec-25,710,0.1,25.8,,28.46,89.05,0,0,0,-0.992,0.002,0.0057,-0.2488,-0.0053,-4.145,0.63
564,0,0,0,0,0,9.965,0,0,0,0.1,0,,0.01,45.38,SPY 01-Dec-25,715,0.1,30.8,,33.46,100.87,0,0,0,-0.9942,0.0013,0.0058,-0.2107,-0.0051,9.965,0.63
49,0,0,0,0,0,11.58,0,0,0,0.1,0,,0.01,52,SPY 01-Dec-25,720,0.1,35.78,,38.52,113.14,0,0,0,-0.9954,0.001,0.0037,-0.1947,-0.0048,11.58,0.45
100,0,0,0,0,0,12.35,0,0,0,0.1,0,,0.01,57.15,SPY 01-Dec-25,725,0.1,40.78,,43.48,121.99,0,0,0,-0.9966,0.0007,0.0025,-0.1577,-0.0047,12.35,0.43
334,0,0,0,0,0,13.49,0,0,0,0.1,0,,0.01,62.59,SPY 01-Dec-25,730,0.1,45.78,,48.48,131.86,0,0,0,-0.9974,0.0005,0.0025,-0.1321,-0.0046,13.49,0.235
460,0,0,0,0,0,14.8,0,0,0,0.1,0,,0.01,69.26,SPY 01-Dec-25,735,0.1,50.78,,53.5,142.19,0,0,0,-0.9981,0.0004,0.0025,-0.1123,-0.0043,14.8,0.245
402,0,0,0,0,0,16.01,0,0,0,0.1,0,,0.01,73.77,SPY 01-Dec-25,740,0.1,55.78,,58.49,151.66,0,0,0,-0.9984,0.0003,0.001,-0.0988,-0.0041,16.01,0.24
432,0,0,0,0,0,18.66,0,0,0,0.1,0,,0.01,82.31,SPY 01-Dec-25,745,0.1,60.78,,63.49,161.33,0,0,0,-0.9986,0.0002,0.001,-0.0922,-0.0041,18.66,0.24
576,0,0,0,0,0,18.89,0,1,1,0.1,0,,0.01,85.7,SPY 01-Dec-25,750,0.1,65.78,,68.49,170.93,0,0,0,-0.9988,0.0002,0.001,-0.0856,-0.0041,18.89,0.24
459,0,0,0,0,0,20.255,0,0,0,0.1,0,,0.01,91.97,SPY 01-Dec-25,755,0.1,70.78,,73.5,180.74,0,0,0,-0.999,0.0002,0.001,-0.0803,-0.004,20.255,0.415
317,0,0,0,0,0,21.645,0,0,0,0.1,0,,0.01,97.96,SPY 01-Dec-25,760,0.1,75.78,,78.5,190.14,0,0,0,-0.9991,0.0001,0.001,-0.0734,-0.0039,21.645,0.245
574,0,0,0,0,0,22.765,0,0,0,0.1,0,,0.01,102.73,SPY 01-Dec-25,765,0.1,80.78,,83.49,199.37,0,0,0,-0.9992,0.0001,0.001,-0.0659,-0.0038,22.765,0.24
198,0,0,0,0,0,23.545,0,0,0,0.1,0,,0.01,107.67,SPY 01-Dec-25,770,0.1,85.78,,88.5,208.99,0,0,0,-0.9993,0.0001,0.001,-0.0606,-0.0037,23.545,0.245
192,0,0,0,0,0,24.635,0,2,2,0.1,0,,0.01,113.42,SPY 01-Dec-25,775,0.1,90.78,,93.5,217.9,0,0,0,-0.9994,0.0001,0.0007,-0.0543,-0.0035,24.635,0.245
